rollout/env_steps,time/total_timesteps,rollout/agent_steps_total,rollout/active_agents,rollout/episode_group_reward,rollout/episode_agent_steps,rollout/episode_length,rollout/episode_alive_agents_end,train/ent_coef,train/critic_loss,train/current_q_values,train/entrQ_1,train/next_q_values,train/entrQ_2,train/actor_loss,train/n_updates,train/run_costs,train/sto_costs,train/entropy,train/terminal_costs
120700,120700,703243,5,,,,,0.018792103976011276,4.753010272979736,73.26527404785156,2.39094877243042,0.009900989942252636,2.3918139934539795,-73.76821899414062,231402,8.083601951599121,0.0,0.0,-4.752752780914307
120800,120800,703530,1,,,,,0.01868274249136448,4.72862434387207,73.86283111572266,2.3770737648010254,0.009900989942252636,2.3771958351135254,0,231602,7.784036159515381,0.0,0.0,-4.673761367797852
,,,,1923.2960908910954,1927,319,1,0.01865086331963539,4.647927761077881,67.89682006835938,2.336594343185425,0.009900989942252636,2.3412539958953857,-68.17010498046875,231624,6.800962448120117,0.0,0.0,-4.576075553894043
120900,120900,704253,8,,,,,0.01850617304444313,4.714487075805664,69.88395690917969,2.3705265522003174,0.009900989942252636,2.3707423210144043,-69.3606185913086,231802,7.692543983459473,0.0,0.0,-4.600269794464111
121000,121000,704930,4,,,,,0.01854011043906212,4.682145595550537,75.84046936035156,2.3556318283081055,0.009900989942252636,2.3578953742980957,-76.24022674560547,232002,7.936105251312256,0.0,0.0,-4.603317737579346
121100,121100,705078,1,,,,,0.018480071797966957,4.671067237854004,69.53364562988281,2.350879669189453,0.009900989942252636,2.350886821746826,0,232202,7.684510231018066,0.0,0.0,-4.7004075050354
,,,,1500.5276669751602,1552,304,1,0.018435390666127205,4.823087692260742,72.94001770019531,2.426349639892578,0.009900989942252636,2.4302151203155518,0,232232,7.568668365478516,0.0,0.0,-4.52398681640625
121200,121200,705773,8,,,,,0.018198279663920403,4.727741718292236,66.76759338378906,2.3757424354553223,0.009900989942252636,2.3778281211853027,-70.17071533203125,232402,8.023635864257812,0.0,0.0,-4.585850715637207
121300,121300,706551,7,,,,,0.017665421590209007,4.7533392906188965,71.85485076904297,2.3889548778533936,0.009900989942252636,2.3870275020599365,-72.15251159667969,232602,8.01190185546875,0.0,0.0,-4.722797393798828
121400,121400,707079,3,,,,,0.01768602803349495,4.687715530395508,72.98876953125,2.3584375381469727,0.009900989942252636,2.3577654361724854,0,232802,7.915889263153076,0.0,0.0,-4.702384948730469
,,,,2056.350403071191,2098,343,1,0.01746544986963272,4.71099853515625,72.44027709960938,2.369286298751831,0.009900989942252636,2.371675968170166,-72.75008392333984,232918,8.059560775756836,0.0,0.0,-4.769596099853516
121500,121500,707527,8,,,,,0.017253782600164413,4.694905757904053,71.54654693603516,2.3615782260894775,0.009900989942252636,2.358891010284424,-68.92478942871094,233002,7.353568077087402,0.0,0.0,-4.6016130447387695
121600,121600,708327,8,,,,,0.016763657331466675,4.725388526916504,72.37828063964844,2.3805129528045654,0.009900989942252636,2.3819189071655273,-72.84016418457031,233202,7.909771919250488,0.0,0.0,-4.667893409729004
121700,121700,708801,2,,,,,0.01699255034327507,4.682778358459473,73.57086944580078,2.3554959297180176,0.009900989942252636,2.3557021617889404,0,233402,8.123861312866211,0.0,0.0,-4.612715244293213
,,,,1740.4865659974403,1661,276,1,0.017161859199404716,4.782912254333496,70.36373138427734,2.397108793258667,0.009900989942252636,2.393317222595215,-70.4443359375,233470,8.040830612182617,0.0,0.0,-4.669157981872559
121800,121800,709380,8,,,,,0.017098577693104744,4.663591384887695,68.78965759277344,2.3492822647094727,0.009900989942252636,2.3480632305145264,-70.97695922851562,233602,8.85804557800293,0.0,0.0,-4.651370525360107
121900,121900,710169,7,,,,,0.016859540715813637,4.688556671142578,72.78691864013672,2.359513282775879,0.009900989942252636,2.358612298965454,-73.14586639404297,233802,7.954882621765137,0.0,0.0,-4.626152992248535
122000,122000,710512,2,,,,,0.017348144203424454,4.7829389572143555,68.80776977539062,2.4073779582977295,0.009900989942252636,2.4029431343078613,0,234002,8.785184860229492,0.0,0.0,-4.699338912963867
,,,,1744.5200649590417,1700,298,1,0.0173684973269701,4.644018650054932,68.23028564453125,2.336038589477539,0.009900989942252636,2.3382363319396973,-69.06194305419922,234066,7.481686115264893,0.0,0.0,-4.594040393829346
122100,122100,711096,8,,,,,0.017163921147584915,4.748285293579102,72.1832046508789,2.3869404792785645,0.009900989942252636,2.389403820037842,-73.89604187011719,234202,8.084379196166992,0.0,0.0,-4.665327072143555
122200,122200,711656,4,,,,,0.017471445724368095,4.742210388183594,71.39085388183594,2.386401891708374,0.009900989942252636,2.3858835697174072,-71.94914245605469,234402,8.223287582397461,0.0,0.0,-4.635781764984131
122300,122300,711872,2,,,,,0.017588429152965546,4.659562110900879,71.1228256225586,2.3442907333374023,0.009900989942252636,2.3438680171966553,0,234602,8.422752380371094,0.0,0.0,-4.673219203948975
,,,,1268.0038590374063,1429,334,1,0.017514746636152267,4.6612701416015625,71.29532623291016,2.3380532264709473,0.009900989942252636,2.3457770347595215,0,234734,8.372808456420898,0.0,0.0,-4.609006881713867
122400,122400,712253,8,,,,,0.017557619139552116,4.6856231689453125,73.35932922363281,2.356945037841797,0.009900989942252636,2.3575315475463867,-70.18993377685547,234802,7.954802513122559,0.0,0.0,-4.640974044799805
122500,122500,713008,6,,,,,0.017432542517781258,4.766968727111816,69.82955932617188,2.3978850841522217,0.009900989942252636,2.397341251373291,-70.20780944824219,235002,7.408453941345215,0.0,0.0,-4.693638801574707
122600,122600,713519,4,,,,,0.017204079777002335,4.668646335601807,69.67658996582031,2.350886821746826,0.009900989942252636,2.3504908084869385,0,235202,7.848447799682617,0.0,0.0,-4.534619331359863
,,,,1855.6259387671269,1777,308,1,0.017306195572018623,4.814078330993652,72.55567932128906,2.4214415550231934,0.009900989942252636,2.4262659549713135,-73.17085266113281,235350,8.243608474731445,0.0,0.0,-4.568111419677734
122700,122700,713966,8,,,,,0.017360001802444458,4.725912094116211,69.42454528808594,2.3748233318328857,0.009900989942252636,2.377918243408203,-72.87544250488281,235402,7.331070899963379,0.0,0.0,-4.654242515563965
122800,122800,714766,8,,,,,0.017586324363946915,4.736236095428467,67.93325805664062,2.377750873565674,0.009900989942252636,2.378406047821045,-68.5476303100586,235602,7.716944694519043,0.0,0.0,-4.746970176696777
122900,122900,715508,6,,,,,0.017323335632681847,4.722780227661133,72.77520751953125,2.3735909461975098,0.009900989942252636,2.3779921531677246,0,235802,7.994091510772705,0.0,0.0,-4.654167652130127
123000,123000,715877,1,,,,,0.01726575754582882,4.841526031494141,72.36167907714844,2.431626319885254,0.009900989942252636,2.433582067489624,-71.41767120361328,236002,7.984654903411865,0.0,0.0,-4.648848056793213
,,,,2224.1064461924802,2156,363,1,0.01717640645802021,4.669919013977051,71.68972778320312,2.3492846488952637,0.009900989942252636,2.348520040512085,-72.32350158691406,236076,7.904261589050293,0.0,0.0,-4.6475348472595215
123100,123100,716418,8,,,,,0.016935409978032112,4.658717155456543,72.80488586425781,2.345207691192627,0.009900989942252636,2.3459320068359375,-73.40678405761719,236202,8.127521514892578,0.0,0.0,-4.698596954345703
123200,123200,717218,8,,,,,0.01685611717402935,4.69865608215332,70.68478393554688,2.362175464630127,0.009900989942252636,2.360290765762329,0,236402,8.26133918762207,0.0,0.0,-4.649813652038574
123300,123300,717737,2,,,,,0.016897086054086685,4.712592124938965,70.44298553466797,2.370746612548828,0.009900989942252636,2.3663363456726074,-70.53911590576172,236602,7.255852699279785,0.0,0.0,-4.695522785186768
,,,,2045.1259877548857,1851,280,1,0.016791891306638718,4.707916736602783,70.09213256835938,2.3662829399108887,0.009900989942252636,2.368767499923706,0,236636,7.762124061584473,0.0,0.0,-4.722433090209961
123400,123400,718429,8,,,,,0.01689518429338932,4.679383754730225,70.34823608398438,2.35148286819458,0.009900989942252636,2.356153964996338,-70.91499328613281,236802,7.7206196784973145,0.0,0.0,-4.710422515869141
123500,123500,719167,6,,,,,0.01686927303671837,4.706284523010254,71.71723175048828,2.371187210083008,0.009900989942252636,2.370253562927246,0,237002,7.867622375488281,0.0,0.0,-4.6920623779296875
123600,123600,719593,2,,,,,0.01663515344262123,4.591856002807617,72.75322723388672,2.308593988418579,0.009900989942252636,2.3108747005462646,-75.74861145019531,237202,8.126190185546875,0.0,0.0,-4.635598182678223
,,,,2102.0278745334126,1856,308,1,0.016526276245713234,4.611028671264648,70.92527770996094,2.3194680213928223,0.009900989942252636,2.318512439727783,-71.73065948486328,237252,7.454524040222168,0.0,0.0,-4.647281646728516
123700,123700,720221,8,,,,,0.016059594228863716,4.68454647064209,72.40589141845703,2.3510522842407227,0.009900989942252636,2.3555898666381836,-73.02437591552734,237402,7.779609203338623,0.0,0.0,-4.616219520568848
123800,123800,721016,7,,,,,0.01629693992435932,4.686131000518799,69.93687438964844,2.3596487045288086,0.009900989942252636,2.3607277870178223,0,237602,8.66952896118164,0.0,0.0,-4.682339668273926
,,,,1551.8980869320753,1552,220,1,0.016397643834352493,4.711706161499023,68.8577880859375,2.370790481567383,0.009900989942252636,2.369290351867676,0,237692,7.9373064041137695,0.0,0.0,-4.664351463317871
123900,123900,721613,8,,,,,0.016663916409015656,4.683957099914551,71.66262817382812,2.355764627456665,0.009900989942252636,2.3547537326812744,-73.16876220703125,237802,7.862857341766357,0.0,0.0,-4.603639602661133
124000,124000,722413,8,,,,,0.016597185283899307,4.637426376342773,68.37161254882812,2.336083173751831,0.009900989942252636,2.331732749938965,-68.71217346191406,238002,8.176896095275879,0.0,0.0,-4.674857139587402
124100,124100,723023,3,,,,,0.01708075776696205,4.733582496643066,73.44612884521484,2.381857395172119,0.009900989942252636,2.3817784786224365,0,238202,7.409448623657227,0.0,0.0,-4.57403564453125
,,,,2139.3549408990275,1944,299,1,0.016864631325006485,4.610097408294678,69.6449203491211,2.3170487880706787,0.009900989942252636,2.3189287185668945,-70.05724334716797,238290,7.718095302581787,0.0,0.0,-4.6501312255859375
124200,124200,723565,8,,,,,0.01668361760675907,4.694341659545898,72.8520278930664,2.359919548034668,0.009900989942252636,2.363111972808838,-71.37678527832031,238402,8.175737380981445,0.0,0.0,-4.658912658691406
124300,124300,724275,7,,,,,0.016801021993160248,4.634418487548828,68.85901641845703,2.332265615463257,0.009900989942252636,2.3325366973876953,-69.40194702148438,238602,7.58260440826416,0.0,0.0,-4.663311958312988
124400,124400,724759,3,,,,,0.0171493086963892,4.701827049255371,72.20233154296875,2.368212938308716,0.009900989942252636,2.3671958446502686,0,238802,7.817254066467285,0.0,0.0,-4.706324100494385
,,,,1939.911096598996,1756,310,1,0.01702539622783661,4.698573112487793,72.01274108886719,2.3636982440948486,0.009900989942252636,2.363528251647949,0,238910,7.646331787109375,0.0,0.0,-4.6153130531311035
124500,124500,725241,8,,,,,0.017133060842752457,4.6209635734558105,70.62335205078125,2.3254590034484863,0.009900989942252636,2.3247852325439453,-71.91717529296875,239002,8.22639274597168,0.0,0.0,-4.6806135177612305
124600,124600,726041,8,,,,,0.017587976530194283,4.623763084411621,70.73954772949219,2.3238184452056885,0.009900989942252636,2.3247973918914795,-71.29531860351562,239202,8.13764762878418,0.0,0.0,-4.682238578796387
124700,124700,726702,3,,,,,0.017835021018981934,4.686525344848633,70.05708312988281,2.356386423110962,0.009900989942252636,2.356890916824341,0,239402,7.205806255340576,0.0,0.0,-4.660181045532227
124800,124800,726837,1,,,,,0.017584195360541344,4.643925666809082,69.95852661132812,2.3345654010772705,0.009900989942252636,2.3365349769592285,-71.82674407958984,239602,7.689780235290527,0.0,0.0,-4.699716567993164
,,,,2122.568982047568,1966,348,1,0.01758366823196411,4.699413299560547,74.18534851074219,2.3652842044830322,0.009900989942252636,2.3697967529296875,0,239606,8.13294792175293,0.0,0.0,-4.6802167892456055
124900,124900,727623,8,,,,,0.017827708274126053,4.766900539398193,72.95478820800781,2.4005422592163086,0.009900989942252636,2.4002161026000977,-73.4739990234375,239802,7.802701950073242,0.0,0.0,-4.587616443634033
125000,125000,728423,8,,,,,0.017393775284290314,4.656609535217285,69.68890380859375,2.3425917625427246,0.009900989942252636,2.3459372520446777,0,240002,7.458937168121338,0.0,0.0,-4.745251178741455
125100,125100,728982,3,,,,,0.017027825117111206,4.680381774902344,68.93267822265625,2.366922378540039,0.009900989942252636,2.320838451385498,-70.58454895019531,240202,8.569967269897461,0.0,0.0,-4.711826324462891
,,,,2457.4069315808897,2190,326,1,0.01700359769165516,4.695251941680908,70.34903717041016,2.361903667449951,0.009900989942252636,2.3600502014160156,-70.76541137695312,240258,8.480962753295898,0.0,0.0,-4.665400981903076
125200,125200,729605,8,,,,,0.0169953852891922,4.716860294342041,70.6776351928711,2.3685648441314697,0.009900989942252636,2.371725082397461,-71.190673828125,240402,7.825896263122559,0.0,0.0,-4.551764011383057
125300,125300,730405,8,,,,,0.0170433409512043,4.67771053314209,72.70378112792969,2.3523402214050293,0.009900989942252636,2.3541765213012695,0,240602,7.625977039337158,0.0,0.0,-4.65546989440918
125400,125400,730909,3,,,,,0.017192795872688293,4.716377258300781,73.65330505371094,2.3738012313842773,0.009900989942252636,2.372738838195801,-73.7944107055664,240802,7.725325107574463,0.0,0.0,-4.648069858551025
,,,,2117.5509662368427,1969,319,1,0.017208173871040344,4.789412021636963,74.64214324951172,2.412792444229126,0.009900989942252636,2.411379337310791,0,240896,7.858797073364258,0.0,0.0,-4.6213698387146
125500,125500,731422,8,,,,,0.017271580174565315,4.697183609008789,70.00662994384766,2.3642969131469727,0.009900989942252636,2.3621554374694824,-70.31271362304688,241002,8.201590538024902,0.0,0.0,-4.703150749206543
125600,125600,732222,8,,,,,0.01746075414121151,4.677272796630859,71.25706481933594,2.3545103073120117,0.009900989942252636,2.3506689071655273,0,241202,7.747303009033203,0.0,0.0,-4.646122932434082
125700,125700,732809,3,,,,,0.016895409673452377,4.724366188049316,73.43872833251953,2.3727622032165527,0.009900989942252636,2.3724262714385986,-72.05416870117188,241402,7.954400062561035,0.0,0.0,-4.614362716674805
,,,,1799.3337232818067,1930,321,1,0.016970064491033554,4.818743705749512,74.6713638305664,2.4138145446777344,0.009900989942252636,2.410952091217041,0,241538,7.870306968688965,0.0,0.0,-4.5618438720703125
125800,125800,733184,8,,,,,0.01693069562315941,4.784885406494141,73.26362609863281,2.4039933681488037,0.009900989942252636,2.4065475463867188,-73.7738265991211,241602,8.772358894348145,0.0,0.0,-4.709447383880615
125900,125900,733984,8,,,,,0.017040399834513664,4.6972503662109375,70.08646392822266,2.36479115486145,0.009900989942252636,2.3638229370117188,0,241802,8.562140464782715,0.0,0.0,-4.741682052612305
126000,126000,734628,3,,,,,0.017304183915257454,4.7340006828308105,72.37895202636719,2.382277011871338,0.009900989942252636,2.379831314086914,-74.46620178222656,242002,8.802461624145508,0.0,0.0,-4.858550071716309
,,,,1856.925101950488,1826,292,1,0.01770174689590931,4.848330497741699,76.73048400878906,2.435995578765869,0.009900989942252636,2.440056800842285,-75.5594253540039,242122,7.862244606018066,0.0,0.0,-4.7464494705200195
126100,126100,735074,8,,,,,0.017560508102178574,4.722261428833008,71.46795654296875,2.377685070037842,0.009900989942252636,2.3720626831054688,-72.06108093261719,242202,8.228858947753906,0.0,0.0,-4.693389892578125
126200,126200,735783,6,,,,,0.01767028123140335,4.754080295562744,72.74647521972656,2.3911492824554443,0.009900989942252636,2.391228675842285,0,242402,8.329336166381836,0.0,0.0,-4.717748165130615
126300,126300,736366,5,,,,,0.01781368814408779,4.770873069763184,67.80599975585938,2.402387857437134,0.009900989942252636,2.4010326862335205,-67.24278259277344,242602,8.49821662902832,0.0,0.0,-4.718244552612305
,,,,1675.0950357832337,1746,289,1,0.017708735540509224,4.770069122314453,71.59896850585938,2.399048328399658,0.009900989942252636,2.401973247528076,-72.14203643798828,242700,8.392595291137695,0.0,0.0,-4.745700836181641
126400,126400,736908,8,,,,,0.01856563799083233,4.655346870422363,63.018489837646484,2.341418743133545,0.009900989942252636,2.343751907348633,-63.55949401855469,242802,7.114540100097656,0.0,0.0,-4.785463809967041
126500,126500,737701,7,,,,,0.018367966637015343,4.708798408508301,74.14586639404297,2.3747293949127197,0.009900989942252636,2.374356269836426,0,243002,7.526228904724121,0.0,0.0,-4.68653678894043
126600,126600,738232,3,,,,,0.018363503739237785,4.6838836669921875,72.55265808105469,2.351982593536377,0.009900989942252636,2.352191209793091,-72.23284912109375,243202,8.035130500793457,0.0,0.0,-4.695991516113281
,,,,1955.1861635330085,1891,316,1,0.01828908920288086,4.573010444641113,66.72667694091797,2.3023416996002197,0.009900989942252636,2.300584316253662,0,243332,7.5985565185546875,0.0,0.0,-4.667575836181641
126700,126700,738671,8,,,,,0.018234116956591606,4.748159885406494,72.454345703125,2.3939857482910156,0.009900989942252636,2.3912858963012695,-73.07027435302734,243402,7.937929153442383,0.0,0.0,-4.692646026611328
126800,126800,739471,8,,,,,0.018597500398755074,4.714698791503906,71.25715637207031,2.372828960418701,0.009900989942252636,2.3724184036254883,0,243602,8.155912399291992,0.0,0.0,-4.636209011077881
126900,126900,740086,4,,,,,0.019091956317424774,4.637066841125488,70.4083480834961,2.332909107208252,0.009900989942252636,2.3368027210235596,-73.18321228027344,243802,7.801120758056641,0.0,0.0,-4.747272968292236
,,,,2119.6912026561668,1895,308,1,0.018738314509391785,4.705190658569336,70.368408203125,2.366697072982788,0.009900989942252636,2.366518974304199,-70.92744445800781,243948,8.042252540588379,0.0,0.0,-4.721858978271484
127000,127000,740502,8,,,,,0.01865677535533905,4.67172908782959,74.36325073242188,2.3516225814819336,0.009900989942252636,2.3483262062072754,-74.89434814453125,244002,7.576925754547119,0.0,0.0,-4.641633033752441
127100,127100,741302,8,,,,,0.018347013741731644,4.744545936584473,73.12675476074219,2.380502700805664,0.009900989942252636,2.3805150985717773,0,244202,8.127763748168945,0.0,0.0,-4.626891613006592
127200,127200,742017,6,,,,,0.017919952049851418,4.676913261413574,72.701171875,2.3522512912750244,0.009900989942252636,2.35260009765625,-71.20108032226562,244402,7.881783485412598,0.0,0.0,-4.7054033279418945
127300,127300,742339,1,,,,,0.017388692125678062,4.645318984985352,71.82012939453125,2.3292880058288574,0.009900989942252636,2.3299002647399902,-72.03167724609375,244602,8.008289337158203,0.0,0.0,-4.666379928588867
,,,,2222.09354693869,2055,329,1,0.017373740673065186,4.676751136779785,72.2867431640625,2.352160930633545,0.009900989942252636,2.3527255058288574,-73.15992736816406,244606,8.077259063720703,0.0,0.0,-4.691720962524414
127400,127400,743125,8,,,,,0.017098212614655495,4.66287899017334,69.54733276367188,2.3464713096618652,0.009900989942252636,2.34881591796875,0,244802,8.243091583251953,0.0,0.0,-4.666497707366943
127500,127500,743913,6,,,,,0.01710180751979351,4.687139511108398,71.6676025390625,2.3590424060821533,0.009900989942252636,2.3580403327941895,-76.88381958007812,245002,8.035079956054688,0.0,0.0,-4.621381759643555
127600,127600,744236,2,,,,,0.0172696765512228,4.680560111999512,72.52034759521484,2.3523945808410645,0.009900989942252636,2.3529739379882812,-72.97312927246094,245202,8.111494064331055,0.0,0.0,-4.64109468460083
,,,,2052.3228529090065,1896,299,1,0.017263395711779594,4.659619331359863,71.13935089111328,2.3485848903656006,0.009900989942252636,2.3468618392944336,0,245204,,,,
127700,127700,745029,8,,,,,0.017308687791228294,4.726157188415527,73.00929260253906,2.376610279083252,0.009900989942252636,2.376801013946533,0,245402,7.678175926208496,0.0,0.0,-4.590963363647461
127800,127800,745710,4,,,,,0.017141984775662422,4.716644287109375,72.46488952636719,2.36820387840271,0.009900989942252636,2.369769334793091,-71.75823974609375,245602,7.917746067047119,0.0,0.0,-4.752127647399902
,,,,1865.1266019132972,1717,294,1,0.01772153377532959,4.658003807067871,72.0584945678711,2.3422882556915283,0.009900989942252636,2.3423595428466797,0,245792,7.565035820007324,0.0,0.0,-4.724274635314941
127900,127900,745994,8,,,,,0.017718501389026642,4.606741428375244,69.47914123535156,2.3181352615356445,0.009900989942252636,2.3245315551757812,-69.86137390136719,245802,7.901403427124023,0.0,0.0,-4.695345401763916
128000,128000,746794,8,,,,,0.01793866604566574,4.761980056762695,72.51283264160156,2.3966879844665527,0.009900989942252636,2.3981640338897705,0,246002,8.27616024017334,0.0,0.0,-4.6861572265625
128100,128100,747562,6,,,,,0.017882324755191803,4.701486110687256,70.2645492553711,2.3624536991119385,0.009900989942252636,2.3640317916870117,-71.28511047363281,246202,8.09501838684082,0.0,0.0,-4.668179988861084
128200,128200,747931,2,,,,,0.017931107431650162,4.677689075469971,71.28302001953125,2.348198413848877,0.009900989942252636,2.3509387969970703,-71.93072509765625,246402,8.188828468322754,0.0,0.0,-4.654666900634766
,,,,2198.219010912382,2023,343,1,0.018135294318199158,4.633784294128418,72.27852630615234,2.331313133239746,0.009900989942252636,2.330994129180908,-73.2996826171875,246478,7.932839393615723,0.0,0.0,-4.658453464508057
128300,128300,748473,8,,,,,0.018009932711720467,4.715250015258789,74.81251525878906,2.374526262283325,0.009900989942252636,2.3735194206237793,0,246602,8.057002067565918,0.0,0.0,-4.756926536560059
128400,128400,748933,3,,,,,0.017113767564296722,4.610604286193848,69.15016174316406,2.3189854621887207,0.009900989942252636,2.3197507858276367,-71.27276611328125,246802,8.094528198242188,0.0,0.0,-4.71809196472168
128500,128500,749108,1,,,,,0.01715555042028427,4.736967086791992,69.25062561035156,2.3869175910949707,0.009900989942252636,2.387209415435791,-69.4500503540039,247002,8.036453247070312,0.0,0.0,-4.70465087890625
,,,,1075.7604807354783,1175,306,1,0.017236407846212387,4.671595573425293,70.53260040283203,2.350308895111084,0.009900989942252636,2.350677967071533,-71.97657775878906,247090,7.596999645233154,0.0,0.0,-4.612135887145996
128600,128600,749600,8,,,,,0.01710832491517067,4.672035217285156,69.7892074584961,2.346761703491211,0.009900989942252636,2.350761890411377,0,247202,7.771563529968262,0.0,0.0,-4.682041168212891
128700,128700,750400,8,,,,,0.01725451461970806,4.747603416442871,74.87661743164062,2.388474464416504,0.009900989942252636,2.385565757751465,-73.57261657714844,247402,8.144163131713867,0.0,0.0,-4.599242687225342
128800,128800,750934,2,,,,,0.0178594458848238,4.689726829528809,73.50106811523438,2.35667085647583,0.009900989942252636,2.358077049255371,-74.22357177734375,247602,7.688366413116455,0.0,0.0,-4.633060455322266
,,,,2024.183709052003,1875,309,1,0.017611291259527206,4.654313564300537,73.04850769042969,2.3378658294677734,0.009900989942252636,2.3376822471618652,-72.23661804199219,247708,7.721948623657227,0.0,0.0,-4.639388561248779
128900,128900,751403,8,,,,,0.018301285803318024,4.827795505523682,69.50067138671875,2.4210329055786133,0.009900989942252636,2.4230642318725586,0,247802,8.005778312683105,0.0,0.0,-4.6945481300354
129000,129000,752203,8,,,,,0.018383124843239784,4.771135330200195,74.11128234863281,2.402869462966919,0.009900989942252636,2.407515048980713,-75.81266021728516,248002,7.845817565917969,0.0,0.0,-4.652581214904785
129100,129100,752694,3,,,,,0.018394550308585167,4.617724418640137,71.70709228515625,2.3242907524108887,0.009900989942252636,2.323838710784912,-72.19844055175781,248202,8.448722839355469,0.0,0.0,-4.732824802398682
,,,,1952.165168994117,1834,322,1,0.018286272883415222,4.592744827270508,67.10723876953125,2.3100647926330566,0.009900989942252636,2.31010103225708,-67.93434143066406,248352,7.64122200012207,0.0,0.0,-4.7014851570129395
129200,129200,753061,8,,,,,0.018232526257634163,4.618290901184082,67.38617706298828,2.3243892192840576,0.009900989942252636,2.326822280883789,0,248402,7.958769798278809,0.0,0.0,-4.734632968902588
129300,129300,753861,8,,,,,0.01830531843006611,4.623153209686279,71.34341430664062,2.3309531211853027,0.009900989942252636,2.3275465965270996,-70.2100601196289,248602,8.422901153564453,0.0,0.0,-4.66037130355835
129400,129400,754640,7,,,,,0.018445013090968132,4.668868064880371,70.01994323730469,2.347750425338745,0.009900989942252636,2.346487045288086,-70.61663818359375,248802,8.133953094482422,0.0,0.0,-4.635715484619141
,,,,2223.3173913396968,2198,318,1,0.01839902438223362,4.6823835372924805,71.82511901855469,2.3554515838623047,0.009900989942252636,2.3545398712158203,-72.3831787109375,248988,8.017465591430664,0.0,0.0,-4.699108600616455
129500,129500,755115,8,,,,,0.018387898802757263,4.68501091003418,71.75950622558594,2.3569979667663574,0.009900989942252636,2.3572347164154053,0,249002,8.09161376953125,0.0,0.0,-4.628318786621094
129600,129600,755915,8,,,,,0.01842452958226204,4.64840030670166,70.7660140991211,2.337913990020752,0.009900989942252636,2.3398618698120117,-73.05073547363281,249202,8.571333885192871,0.0,0.0,-4.755829334259033
129700,129700,756690,6,,,,,0.018574904650449753,4.780313014984131,72.5150146484375,2.407383441925049,0.009900989942252636,2.406900405883789,-73.0699691772461,249402,7.858240604400635,0.0,0.0,-4.548861503601074
,,,,2048.3269592348074,1949,283,1,0.01856851577758789,4.655998706817627,71.02367401123047,2.3399465084075928,0.009900989942252636,2.3435935974121094,0,249554,7.563933372497559,0.0,0.0,-4.657236099243164
129800,129800,757200,8,,,,,0.018513638526201248,4.648364067077637,70.46696472167969,2.337660551071167,0.009900989942252636,2.338623523712158,0,249602,7.930097579956055,0.0,0.0,-4.6242828369140625
129900,129900,758000,8,,,,,0.018516669049859047,4.733414649963379,72.28916931152344,2.3831334114074707,0.009900989942252636,2.3860878944396973,-72.08877563476562,249802,8.70766544342041,0.0,0.0,-4.6742353439331055
130000,130000,758780,7,,,,,0.018600760027766228,4.80431604385376,73.09461212158203,2.413475751876831,0.009900989942252636,2.411661148071289,-73.76136779785156,250002,7.795785903930664,0.0,0.0,-4.589892387390137
130100,130100,759189,1,,,,,0.018589476123452187,4.729869842529297,72.56349182128906,2.3757247924804688,0.009900989942252636,2.3789896965026855,0,250202,8.321269989013672,0.0,0.0,-4.625494956970215
,,,,2415.870682036219,2185,328,1,0.018593041226267815,4.784300804138184,73.64692687988281,2.4058213233947754,0.009900989942252636,2.4030818939208984,-74.98513793945312,250210,8.48492431640625,0.0,0.0,-4.699923038482666
130200,130200,759961,8,,,,,0.018703743815422058,4.77616024017334,75.93034362792969,2.401075839996338,0.009900989942252636,2.4011006355285645,-74.42111206054688,250402,8.033711433410645,0.0,0.0,-4.637700080871582
130300,130300,760458,2,,,,,0.018561141565442085,4.719914436340332,73.57997131347656,2.3764472007751465,0.009900989942252636,2.3745689392089844,-74.09800720214844,250602,8.373356819152832,0.0,0.0,-4.666656017303467
130400,130400,760562,1,,,,,0.018581965938210487,4.659801006317139,71.15817260742188,2.34127140045166,0.009900989942252636,2.3456201553344727,0,250802,8.30296802520752,0.0,0.0,-4.727036952972412
,,,,1351.9155736469438,1370,297,1,0.018581699579954147,4.7049970626831055,72.58753204345703,2.3677427768707275,0.009900989942252636,2.366441488265991,-73.18494415283203,250804,8.231971740722656,0.0,0.0,-4.723391532897949
130500,130500,761355,8,,,,,0.01864393800497055,4.781347274780273,74.11172485351562,2.405543565750122,0.009900989942252636,2.4056992530822754,-73.83656311035156,251002,8.499726295471191,0.0,0.0,-4.670847415924072
130600,130600,762054,5,,,,,0.01845734938979149,4.701812744140625,71.65770721435547,2.3664658069610596,0.009900989942252636,2.3668148517608643,-72.04131317138672,251202,7.678469181060791,0.0,0.0,-4.687009811401367
,,,,1890.4909506725264,1789,293,1,0.018398398533463478,4.771088600158691,73.06674194335938,2.3994665145874023,0.009900989942252636,2.3947854042053223,0,251390,7.891027927398682,0.0,0.0,-4.677335739135742
130700,130700,762400,8,,,,,0.018392762169241905,4.747576713562012,71.68582153320312,2.3903441429138184,0.009900989942252636,2.3903536796569824,0,251402,7.36492919921875,0.0,0.0,-4.655075550079346
130800,130800,763200,8,,,,,0.018038466572761536,4.688645362854004,72.98896789550781,2.3562755584716797,0.009900989942252636,2.361027956008911,-75.15599822998047,251602,7.897608757019043,0.0,0.0,-4.6799163818359375
